video_id,penulis,tanggal,like_count,teks
qN3axfU1Geo,@lambokuye2450,2025-06-11 13:22:31+00:00,0,"Eneghh sumpah  gw bro,blm Judi,blm kebijakan ekspor/impor,ketahanan pangan..suku bunga turun,tawuran penurunan pendidikan dll. Complex sekali mslah republik ini.😢gmna tar anak cucu gw hidup dimasa depan"
qN3axfU1Geo,@Hijacked630,2025-06-11 13:19:22+00:00,0,"Kalau mafianya tingkat lokal kabupaten, biasanya DPRD sama kadesnya tu yg maen sambil ngajak temennya yg jurnalis tapi sering typo 🤣"
qN3axfU1Geo,@wiradarmajaya,2025-06-11 13:18:12+00:00,1,"Menteri berbadan kerdil yg mukanya mirip Roy Cohn itu emank harus sadar, masyarakat gak semudah itu dibodohi dan tidak peka isu lingkungan. 

Lebih lanjutnya, kita harus terus menyuarakan protes supaya MAFIA INDONESIA ini gak berani bertindak lebih jauh dari ini."
qN3axfU1Geo,@ilalhamdi9652,2025-06-11 13:17:43+00:00,0,"Save raja ampat,
Stop tambang"
qN3axfU1Geo,@faridtaniofficial3163,2025-06-11 13:16:43+00:00,0,Jangan sakit hati kalo masyarakat Papua banyak yg pengen merdeka salah satunya ulah oligarki dan pemerintah yg rakus makan tanah dan pulau
qN3axfU1Geo,@abdunnafiarrifai8400,2025-06-11 13:15:34+00:00,0,"ini hampir semua org yg punya pikiran tuh paham soal dampak buruk pertambangan, tapi yg punya kuasa ini ga peduli,, karna ga bisa di salahin kalo regulasi dan aturan bisa di otak atik matuk,"
qN3axfU1Geo,@thetinggoesskraaa7278,2025-06-11 13:15:31+00:00,0,"Uang nikel hanya untuk kantong org2 rakus, beda dgn alam untuk PAD /kas daerah dan untuk kemajuan daerah tsbt tentunya"
qN3axfU1Geo,@dyansoetjipto4125,2025-06-11 13:14:49+00:00,1,"konservasi dan ekonomi bisa berjalan seiringan tanpa harus eksploitasi, stop pertambangan sekarang juga"
qN3axfU1Geo,@alvindwisaputra3705,2025-06-11 13:14:37+00:00,0,Sangat tidak sanggup melihat Raja Ampat dihancurkan. Adili semua orang yang terlibat di perusakan Raja Ampat ini
qN3axfU1Geo,@MatHdyt666,2025-06-11 13:14:12+00:00,0,"Kaya nya yg bikin hancur dunia ini atau (kiamat) atau apalah itu sebutan nya, bukan karna faktor lain deh kayanya emang manusia nya sendiri yg terlalu tamak, serakah, egois, dan bodoh.."
qN3axfU1Geo,@buatemailhafizh2,2025-06-11 13:12:54+00:00,0,"kita dukung hilirisasi HILIRISASI wkwk,, blm ada setahun omongannya udah wiuwisu bgt"
qN3axfU1Geo,@blackteakayano1130,2025-06-11 13:12:47+00:00,0,"Pemerintah rasanya udah gak kayak orang Indonesia. Gak punya rasa kepemilikan sama tanah airnya sendiri. Bisa diambil kesimpulan orang macam apa yang gak segan ngerusak rumahnya sendiri, rumah yang kalau rusak tidak mungkin bisa diperbaiki lagi. Yang ""asing"" siapa?"
qN3axfU1Geo,@zynardn7590,2025-06-11 13:12:06+00:00,0,"STOP PERTAMBANGAN NIKEL DI RAJA EMPAT, APAPUN ARGUMENTASINYA"
qN3axfU1Geo,@KristinaPurba-u2t,2025-06-11 13:11:27+00:00,0,"Bego bgt emnk pemerintah. Raja ampat rusak, nikel habis udh kelar gk ada kehidupan memadai disana lagi. Kl terus di jaga kelestariannya sepanjang segala abad masyarakat bisa makan. Bego bego bego gk ketulungan emank. Rakus emank"
qN3axfU1Geo,@wisatajiwa3827,2025-06-11 13:10:21+00:00,0,"Anda tahu kenapa suara Tan Malaka, Soekarno dan orang orang pendiri negeri ini di dengar oleh seluruh rakyat Nusantara ini untuk melakukan revolusi melawan penjajah, sebab Narasi mereka bukan hanya mencerdaskan dan menyadarkan masyarakat saat itu dari penjajah dan pentingnya berdiri dan berdikari di tanah sendiri, bukan lain karena Narasi yang mereka buat ada Provokatif nya.
Bukankah Soekarno sendiri sudah mengatakan bahwa generasi mendatang akan lebih berat karena akan melawan penjajah dari bangsa nya sendiri.

Dan setelah era founding fathers telah nyata bahwa sesama bangsa saling menjajah.

Elu Bang Ferry dengan Malaka nya, Guru Gembul atau bahkan Rocky Gerung dan beberapa konten kreator yang ane anggap punya misi mencerdaskan rakyat Indonesia ini, Narasi kalian bisa di katakan tidak ada Narasi provokatif nya untuk bisa menggerakkan rakyat untuk melakukan revolusi yang sebenar benarnya."
qN3axfU1Geo,@muhammadhizbiabdullah,2025-06-11 13:08:09+00:00,1521,"Sepikan acara 17 Agustus sebagai bentuk protes masyarakat (rakyat) kepada pemerintah karena secara de facto kita ""Belum Merdeka"" Karena kita dijajah secara moral dan materil oleh pemerintah sendiri di negeri sendiri"
qN3axfU1Geo,@TengkuPangeran,2025-06-11 13:06:51+00:00,0,"Rakyat Papua Harus Melawan Para Perusak, Jangan Seperti Rakyat Sumatra Dan Kalimantan Yang Takut Pada Penguasa..."
qN3axfU1Geo,@samcova6016,2025-06-11 13:06:11+00:00,0,Bangsa Indonesia akan hancur oleh anak Bangsa ini sendiri
qN3axfU1Geo,@EXE_Video,2025-06-11 13:05:46+00:00,0,ga paham sama ini negara rusak luar dalam gara gara pemerintahan
qN3axfU1Geo,@rcky9211,2025-06-11 13:04:15+00:00,0,"semua gara2 kalimat tolol ""HILIRISASI"" yg digaungkan oleh manusia2 serakah yg berkuasa. Pengerukan SDA berkedok investasi demi keuntungan segelintir orang, semoga mereka menderita karena doa2 orang yg mereka zolimi"
qN3axfU1Geo,@srisulami4675,2025-06-11 13:02:51+00:00,0,"Sebenarnya sudah agak terlambat, karena yg rusak bukan hanya raja ampat. Kalimantan, Sulawesi Sumatra dan bahkan Jawa juga sudah rusak."
qN3axfU1Geo,@AhmadtaufikHidayat-k5f,2025-06-11 13:01:33+00:00,0,"Bang apakah ada tekanan dari cina juga ? 
Secara nikel dijual ke cina kan?"
qN3axfU1Geo,@hardyprasetiya5347,2025-06-11 13:00:26+00:00,0,"jujur saya merasa marah dan heran dengan org2 yg cara berpikir nya, mendukung tambang ini.dan bahkan ada yg belain bahlil utk melanjutkan hal tsb.
Sampai bingung sndiri mau ngomong kaya gmn.karna memang enggak masuk ke otaknya."
qN3axfU1Geo,@OrisOsiris1,2025-06-11 12:58:42+00:00,0,"yang jadi pejabat2 indonesia itu udah jahat, bodoh juga. 
negara lain kalau punya natural wonder itu dijaga banget2. kalau perlu dibikin susah aksesnya jadi ga banjir turis. ini malah sengaja dirusak, dan pemerintah sekarang juga ga dengerin lagi protes rakyat.

apa yg bisa kita lakukan sebagai rakyat? demo, cuma abis2in tenaga dan dipentungin."
qN3axfU1Geo,@zuppasoup,2025-06-11 12:57:32+00:00,0,"kalau kamu bisa dapat uang tanpa mikir, tinggal keruk2, udah gitu gaperlu bayar pajak dan royalty karena dapat insentif, ya tinggal nambang aja. masyarakat protes? biarin aja, ga ngaruh apa-apa. tinggal sensor konten internet aja 60%, beres, turunin buzzer ai, bikin ternak akun di semua sosmed pake ai, masyarakat bakal berdebat sama akun yang keliatan kayak goblok banget, padahal itu ai, energi masyarakat abis, ntar juga berhenti protes. serusak rusaknya negara ini, ga akan pernah chaos karena masyarakatnya nerimo ing pandum. resisten tinggi? bikin kelompok masyarakat tandingan yang support tambang dan negara. khawatir berita tv, gampang, tinggal sensor kpi aja. medsos? 60% warga ga main medsos dan terlalu miskin untuk mikirin negara, mereka lapar, jadi mikirin kehidupan sehari-hari aja. jaga biar masyarakat itu pendapatannya segitu-gitu aja, jadi biar hari-hari yg dipikir cara bertahan hidup doang, ga punya energi dan kesempatan buat mikir negara. hehehehehehehehehehehehehehehehehhe"
qN3axfU1Geo,@FaithLoveHope-y3h,2025-06-11 12:56:07+00:00,0,Pariwisata disana juga menyumbang polusi dan sampah. Ada yg perduli?
qN3axfU1Geo,@genzoke,2025-06-11 12:55:00+00:00,12,"Rakyat kecil hanya bisa berdoa , Ya Allah hancurkan se hancur hancur nya orang2 yg berbuat dzalim thd Indonesia,  SEGERA ❤❤❤"
qN3axfU1Geo,@ラカプトラ,2025-06-11 12:52:33+00:00,0,"ga heran kalo papua pgn pisah dari indonesia, rusak rusak"
qN3axfU1Geo,@Xpacky,2025-06-11 12:52:06+00:00,0,"Papua kaya tp di jajah oleh orang dalam, Indonesia akan hancur gak bakalan jadi negara emas itu bohong  rakyat cuman di iming imingi dengan kesejahteraan lagi dan lagi itu sebuah kebohongan,"
qN3axfU1Geo,@GunnGunn10,2025-06-11 12:50:44+00:00,0,Hasil 10 tahun + keberlanjutan oke gas. Sangat luar biasa daya hancurnya
qN3axfU1Geo,@AnnisaFadilah-m3m,2025-06-11 12:48:20+00:00,0,"Sedih sihh dengarnya, belum sempat ke sana sudah akan tercemar 😭"
qN3axfU1Geo,@SayajaS7,2025-06-11 12:47:36+00:00,0,"Bumi dan air dan kekayaan alam yang terkandung di dalamnya dikuasai oleh negara dan dipergunakan untuk sebesar-besar kemakmuran rakyat (pasal 33 UUD 45).
Bullshit! Semua hasil tambang dari sejak kemerdekaan sampai saat ini tidak bisa mensejahterakan rakyat!! Itu terbukti sampai hari ini pendapat negara terbesar adalah dari pajak rakyat bukan pajak korporasi tambang dan perusahaan besar lainnya!!! Stop bodohi rakyat!!!!! Muak dengan korupsi, kolusi, nepotisme yang semakin besar dan dilindungi di negara ini!!!!"
qN3axfU1Geo,@tawatawatv,2025-06-11 12:47:32+00:00,0,Ini hilirisasi versi fufufafa? Hanya kebodohan yg didapat.. Faisal basri bilang kalau Tambang nikel kita hanya dapat polusi dan dampak rusak lingkungan aja... Emang bod*h
qN3axfU1Geo,@fadelsuryano7267,2025-06-11 12:47:05+00:00,0,"Kalo emang mau ditutup  kenapa gak dari 5 tahun yg lalu,  coba dilihat dari sudut pandang warga disana apa memang benar merugikan dgn adanya tambang nikel?  Trus yg investasi juga kan ngurus izin nya gak mudah, kenpa gak dari dulu gak dikasi izin buat dikelola."
qN3axfU1Geo,@samcova6016,2025-06-11 12:44:06+00:00,0,"Anak asli bangsa Indonesia, pada umumnya ketika menjadi pejabat atau memiliki kekuasaan....mereka akan berani menjadi PENGKHIANAT... BANGSA SENDIRI...... KORUPTOR ATAU PENEGAK HUKUM YANG JELAS MELAKUKAN PELANGGARAN HUKUM WAJIB DI BINASAKAN.... KARENA MEREKA PARA PEJABAT DAN PENGUASA...MENJADI PENGKHIANAT"
qN3axfU1Geo,@xyz3894,2025-06-11 12:39:33+00:00,0,"UNTUNG GK SEBERAPA , rusak Alam nya rusak luar Biasa 😢
Dan kita kebagian Jual nikel mentah ,knpa? Karena pemilik smelter orang China 😮 ,mereka yang ngolah ,mereka jual barang jadi 😢 yang mana gk langsung kita jual mentah 😂"
qN3axfU1Geo,@69mystyle,2025-06-11 12:39:22+00:00,0,Bangsatnya pejabat2 di republik konoha....Indonesia emas 2045?? Yg ada Indonesia hancur 2030!!
qN3axfU1Geo,@jeffproit,2025-06-11 12:35:36+00:00,0,"pantesan gibran mengembor-gemborkan hilirisasi
buat menutupi ini toh😂"
qN3axfU1Geo,@jacobmessiah,2025-06-11 12:34:54+00:00,0,SELAMATKAN KAMI PAK JOKOWI!!!
qN3axfU1Geo,@MrAndyharahap,2025-06-11 12:34:47+00:00,0,Mottonya keberlanjutan sampe indonesia bubar...
qN3axfU1Geo,@qornainaji9082,2025-06-11 12:32:18+00:00,70,"Disini terlihat, orang berintelektual seperti bang Ferry aja masih bisa ragu dan takut salah dengan hasil perhitungan dan pendapatnya sendiri. Saking takutnya hingga harus berhati-hati sekali, menghitung ulang, menggunakan skenario terbaik dan terburuk, takut informasi yang disampaikannya salah dan malah menelan ludah sendiri. 

Kenapa kok bisa-bisanya orang yang kita percayai (pemerintah secara umum) bisa dengan YAKIN nya memberikan statement2 tanpa argumen yang kuat bahkan terkesan ""asal-asalan"". Apa yang ada di benak mereka? Apakah mereka tidak memperhitungkan semua skenario yang ada? Atau hanya demi keuntungan sesaat sehingga ketika nanti Indonesia yang istimewa ini hancur sehancur2nya, mereka tinggal pergi menghilang, lari dengan uang yang mereka sudah peroleh dr hasil kezaliman mereka? 

Semoga Allah, Tuhan YME melindungi kita semua."
qN3axfU1Geo,@AbdulSaub,2025-06-11 12:30:08+00:00,0,Kalo masih ada luhur binsar panjaitan rusak rusak rusak lah negeri ini. Kecuali dia dah innnallahi
qN3axfU1Geo,@supermirakui,2025-06-11 12:28:29+00:00,0,"yang paling berhak bersuara ya penduduk Raja Ampat asli itu sendiri. hidup di kepulauan itu susah. sedangkan masyarakat disana butuh makan, butuh kerja.
Ambil contoh kasus bangka belitung berkat tambang timah, ekonomi masyarakat sekitar naik, pas ditutup balik lg jd kota Mati. sama kyk di wilayah Freeport, klo gk ada bakal jadi kota mati, ekonomi gk jalan. 

lucunya ini tambang udah berjalan lama lho. baru di angkat sekarang? apa karena viral jd yutuber pada ngangkat topiknya? kemana aja lu orang??

Megawati yang ngeluarin keppres no 41 tahun 2004 memperolehkan melakukan pertambangan di kawasan hutan lindung. dulu sempet di tutup sama Alm Gusdur. dibuka lagi sama megawati.

Asal nutup pertambangan yang udah diberi izin itu udah aneh, aneh karena baru KETAWAN sama masyarakat baru sekarang. Investor luar juga jadi makin menjauh dari Indonesia."
qN3axfU1Geo,@prabadewa1836,2025-06-11 12:23:38+00:00,0,Negara ini punya banyak tambang sampai kebun tp pembangunan tetap bertumpu dari utang. Lucu ga tuh?
qN3axfU1Geo,@Hana-mm4yz,2025-06-11 12:19:16+00:00,0,"kalau ga ke dompet pribadi mana paten, lagipula semakin sengsara rakyatnya semakin mudah untuk farming suaranya untuk next pemilu tinggal tebar - tebar aja janji palsu."
qN3axfU1Geo,@CounterstrikeSouldiers,2025-06-11 12:18:08+00:00,0,"Eksploitasi sumber daya alam yang keterlaluan ini mungkin saja adalah cara yang dilakukan oleh pemerintah bodoh kita untuk push pertumbuhan ekonomi, karena mereka tidak mampu untuk menumbuhkan ekonomi dengan cara yang benar (meningkatkan efektifitas, kualitas dan produktivitas, narik investor, dll). Of course itu karena pemerintah kita memang tidak hanya bejat secara moral tapi juga bodoh secara intelektual. Disamping itu, hasrat untuk memperkaya diri dalam durasi yang sesingkat mungkin juga merupakan salah satu faktor terbesar kenapa ini bisa terjadi."
qN3axfU1Geo,@abangkuuu_23,2025-06-11 12:18:05+00:00,2,14:30 gilak sih gua baru tau ternyata raja ampat sekaya itu. Kok bisa ya oknum 'government' ngebiarin ekosistem sekaya itu rusak
qN3axfU1Geo,@ibedyt,2025-06-11 12:16:35+00:00,0,SEMUA KERUSAKAN YANG ADA DI INDONESIA ULAH KEBIJAKAN MULYONO
qN3axfU1Geo,@jokialfonso6350,2025-06-11 12:16:02+00:00,0,"sekarang tau kan kenapa kalian makin miskin, Nikmatilah keberlanjutan ini"
qN3axfU1Geo,@vooojj77,2025-06-11 12:15:43+00:00,0,"Yang ku heran kenapa di negara ini banyak kasus baru kasus lama tenggelam ,muncul baru lagi , nonton ajalah


Sebenernya tambang itu secara logika merusak alam ,padahal kita berpijak di atas alam ,kalo di keruk emang tanah bisa numbuh lagi bisa di produksi kaya pabrik aja,iya sih itu bahan baku ,ingat kalo alam rusak kalian tinggal dimana ya harusnya kalian bayar aja ilmuwan bikin bahan baku yg gak merusak alam gk merusak manusia"
qN3axfU1Geo,@muhammadrozaan1575,2025-06-11 12:11:40+00:00,0,"Bang bego lu justru menurut Meraka untung bang 
1 duit beredar pada perut perut mereka sendiri persiapan guna kebijakan populis bansos dan dan buat balikin modalllll 
2 kalo beredar di masyarakat nanti tarif layak hidup naik masyarakat  pinterr ga bisaa di bdodhin pake kebijakan populis atau joget lagiii ga mempan nanti pasukan loreng ngeluarin buget buat bayar buzzer wkkwkwkwkw"
qN3axfU1Geo,@ziaudhel854,2025-06-11 12:10:52+00:00,0,"Ok banget bang, sesuai janji aq sama sekali gak skip iklan ditonton sampai habis, selama konten mu jujur dan mendalam seperti ini aq jalan brsamamu bang, dan khususon buat pak mentri bahlil yg setau saya bodoh tolong dengarkan ini, apa kalian ingin jadi rezim trburuk sepanjang sejarah indonesia, udah mau mengakui israel sebagai negara menyalahi uud 45, ditambah mau merusak raja ampat yg sangat brarti bagi bangsa indonesia trcinta ini, stop kebodohan rezimu ini, we stand with bang ferry irwandi"
qN3axfU1Geo,@hangky1,2025-06-11 12:10:47+00:00,0,"dulu pas SMP mancing dipinggir pantai utara dapat ikan ukuran minimal 5jari, sekarang sulit sekali. kerusakan lingkungan di indonesia ndak cuma di raja ampat, hampir di banyak wilayah di negeri ini karena ketamakan. Dulu kendeng demo sampai lama tidak ada hasil, sekarang setelah habis gunung kaburnya ditggl begitu saja oleh semen indonesia. dan bakal terjadi di area tambang manapun"
qN3axfU1Geo,@schmooplesthesecond5997,2025-06-11 12:08:34+00:00,0,bukannya gag bilang pembuangan limbah nya ditampung ya? gak dibuang ke laut maksudnya
qN3axfU1Geo,@jemynathanael1437,2025-06-11 12:07:20+00:00,0,"Saya mulai mengikutin bang Ferry sejak video beliau yg berupa docuvlog lewat pada fyp youtube saya. Video yg kala itu lewat ialah docuvlog yg membahas tentang mirisnya pendidikan di Indonesia, dan seterusnya saya coba ikutin konten beliau hingga konten ini.

Saya sangat berterima kasih atas wawasan yg diberikan oleh bang Ferry Irwandi terkait isu-isu sosio-politik dan ekonomi yang dibawakan beliau baik di channel pribadi beliau atau di channel Malaka Project. 

Satu hal yg saya sesali (dan memuncak saat ini) adalah ""Kenapa saya terus menonton video-video tsb?"". Pada satu sisi, saya memperoleh insight dan knowledge terkait isu-isu sosio-politik dan ekonomi yang terjadi belakangan ini, TAPI di sisi lain, saya merasa semakin tak berdaya, frustasi, geram sndiri, karena saya hanya mahasiswa kampus swasta biasa (bahkan sedang menjalani skripsi saat ini), DAN saya tidak bisa berbuat apa-apa atas isu-isu yang terjadi saat ini, kecuali merasa geram namun tak berdaya.

Saya jujur penasaran apakah ada orang yg merasakan apa yg saya rasakan saat ini terhadap konten-konten ""solusi politik"" seperti ini? Karena ketika kita memahami solusi suatu masalah, tetapi tidak ada perubahan konkrit dari pihak yg di kritik (keseringan Pemerintah dalam konteks ini) yg kemudian malah membuat saya sebagai sipil frustasi.

Anyway, good content from Ferry Irwandi and teams. Sukses selalu, dan tetap bersama visi dan misi yang kalian perjuangkan. Salam akal sehat🙏🏻"
qN3axfU1Geo,@Anggasince2004,2025-06-11 12:07:17+00:00,1,"Summarize : Membiarkan Raja ampat tetap menjadi ekowisata akan memberi long term income dan bahkan bisa memiliki income yang lebih tinggi jika di rawat dan di lestarikan dengan baik, nyerap banyak tenaga kerja loka, terdapat multiple effect yaitu pertumbuhan UMKM lokal

Jika Raja ampat dijadikan tambang nikel, memang benar akan menghasilkan keuntungan jangka pendek yang  sangat tinggi, tapi keuntungan tidak merata hanya kepada perusahaan dan elite dibandingkan masyarakat lokal, daya tarik investasi mungkin bakal sangat tinggi tapi itu hanya bersifat sementara selama sumber daya belum habis."
qN3axfU1Geo,@NemesisSirait,2025-06-11 12:06:48+00:00,0,seberapa paten sih bos? ga sebanding ! Hentikan penambangan nikel!
qN3axfU1Geo,@bangzuraa,2025-06-11 12:03:17+00:00,0,masyarakat papu tak apa demo aja gw mikirin anak cucu gw nanti bisakah mereka tau tempat indah seperti itu
qN3axfU1Geo,@Suviasuffi,2025-06-11 12:03:00+00:00,0,"Yang di KaliMantan Apa Ga ILeGaL MeruJuk Ucapan WaPres FuFuFaFa..
BeBerapa Bulan² KeMaren Lalu..!!!.Sudah PAsti PenikMat TamBang Adalah PeJabat² BeJat TerMuL  dAn Tikus² PaRtai²..Ppkok nya KebiJakan Yang PerNah di Sounding Pak Anis TerHadap Partai dan KeLakuan Para Aparat Atau Pejabat PerLu di ReaLisasi..Kan Jangan Hanya Omon² Mlulu Wo...☝️👋👍😤🙄"
qN3axfU1Geo,@juliyantotanujaya9654,2025-06-11 12:00:35+00:00,0,"Klo KDM jadi presiden yg namanya pertambangan akan hilang di bumi indonesia....negara ini bisa maju tanpa harus merusak ekosistem...se mahal mahalnya harga nikel dan timah gak akan lebih mahal dari hasil pertanian, kehutanan dan perikanan....klo alam sudah rusak manusia gak bakal bisa makan nikel, timah dan batu"
qN3axfU1Geo,@radonmusic5119,2025-06-11 12:00:02+00:00,0,"Gimana ga makin rusak lingkungan di negeri kita, sedangkan presidennya saja mafia tambang"
qN3axfU1Geo,@masdianahasyim,2025-06-11 11:59:20+00:00,0,"Orang Papua selamatkan daerahmu,jangan hanya pejabat Papua yang menikmati.dinikmati pejabat Papua sedikit aja,,tuuuuu tanya Jokowi dan Prabowo jangan tutup mata dong pura2.kadihan rakyat papua"
qN3axfU1Geo,@jazuzzen5453,2025-06-11 11:59:14+00:00,0,"dlu VOC, ratusan th ""rampok & rusak"" SDA & SDM kita, tp
skr elit2x brKuasa atas dukungan uang dr aseng secara cepat n lebih PARAH ""rampok & rusak"" SDA & SDM kita,"
qN3axfU1Geo,@trynabeto6522,2025-06-11 11:58:59+00:00,0,bang ati2 diserang sama channel paling anti george soros tapi malah membela investor perusak alamn😂
qN3axfU1Geo,@ridhoxhunter3527,2025-06-11 11:57:51+00:00,0,Stop pertambangan di raja ampat!!
qN3axfU1Geo,@clintonkomsary2437,2025-06-11 11:57:27+00:00,0,Abg pernah mikir gak bg kok begitu tolol yahh pemerintahan indo ini yahhh 😢 dah di kasi surga di papua juga malah di rusak 😔
qN3axfU1Geo,@Memet-v4j,2025-06-11 11:57:17+00:00,0,"Kalimantan kayu sudah habis,sekarang giliran papua yang alam nya masih bagus.pemberi izin menikmati amplop yang diberikan pengusaha,rakyat menikmati alam yang rusak"
qN3axfU1Geo,@fizu_19,2025-06-11 11:56:57+00:00,0,"""Bejat secara moral, bodoh secara intelektual"" 🗿 Tidak semudah itu menutup tambang krn oligarki 9 naga bermain disana. RI punya utang yg war binasa ke China jadi ya apa maunya China ya pasti dituruti dong. Kl tdk ya bakal hancur ni negara gara2 utang"
qN3axfU1Geo,@deniarifsetiawan4957,2025-06-11 11:55:31+00:00,0,Beruntung indonesia rakyatnya cinta bangsanya jika tidak pasti negara ini akan hancur oleh rakyatnya
qN3axfU1Geo,@RiyantoRukman-v5k,2025-06-11 11:54:05+00:00,0,"Begitulah klo py pemimpin pola pikir pendek ingin pembangunan instan, utang instan, pendapatan instan berakibat pulau hancur penghuninyapun tetap miskin."
qN3axfU1Geo,@Dadan7107,2025-06-11 11:53:17+00:00,0,Dan dari cara pemerintah menanggapi masalah ini katanya gara gara aseng yang ingin menggagalkan hilirisasi dan dari sini kita sadar pemerintah lebih seneng ngurusin aseng daripada rakyatnya😂
qN3axfU1Geo,@ariku394,2025-06-11 11:52:20+00:00,0,Dan sekarang cuma PT Gag yang ada koneksi ke oligarki yang bisa jalan. Negara udah nggak ada bedanya dengan penjajah
qN3axfU1Geo,@SUAMI205,2025-06-11 11:51:51+00:00,0,"Sumpah gua jujur sedih , kenapa pemrintah kita bodoh. Bikin kebijakan tanpa otak."
qN3axfU1Geo,@Doubleside_Face,2025-06-11 11:51:22+00:00,0,semakin hari semakin ga masuk logika kebijakan PEMERINTAH
qN3axfU1Geo,@ristaputrisani6219,2025-06-11 11:50:48+00:00,0,Undang undang perampasan aset jauh lebih bermanfaat bagi masyarakat Indonesia secara keseluruhan
qN3axfU1Geo,@aliadisaputra1491,2025-06-11 11:50:27+00:00,1,"Arab saja sudah mulai melirik sektor wisata untuk keberlanjutan mereka, karena mereka sadar minyak bisa habis suatu saat nanti."
qN3axfU1Geo,@suciwiadnyani865,2025-06-11 11:47:59+00:00,0,"Kita bisa belajar dari petaka tambang lithium di gurun atacama, ancaman kerusakan lingkungan yg masive dan menyengsarakan masyarakat lokal, jadi kita kuat2in menyuarakan ini."
qN3axfU1Geo,@augggchannel,2025-06-11 11:47:03+00:00,0,hilirisasi = memindahkan kekayaan dari papua ke jakarta😢
qN3axfU1Geo,@Putrafilaha,2025-06-11 11:46:40+00:00,0,"1 hal. Bahlil and the gangs ga akan hidup 50 tahun. Jadi mending rusak aja raja ampat tapi dapet 24,9T (anggap komisi 10% dari PT Gags)"
qN3axfU1Geo,@ZariZari-m6v,2025-06-11 11:44:49+00:00,0,"Om ferry, boleh tolong dianalisa, sejak 2018 tiket pesawat kan naik gila2an imbas kebijakan pemerintah, dan itu efek buat gw pribadi yg jadi ngitung2 buat jalan2 ke luar pulau jawa yg tentu lebih efektif naik pesawat.

Apakah potensi wisata nilai ekonominya akan lebih naik lagi kalo tiket pesawat terjangkau.

Dulu 1-2 jutaan masi bisa naikpeswat ke sana. Skrg uda ga dapat"
qN3axfU1Geo,@yusuftamami6038,2025-06-11 11:41:50+00:00,0,EHMM.. KENAPA TIDAK FOKUS KE EKOWISATA SIH ..... CUKUP ORANG SEKITAR BERLAKU SOPAN SENYUM  ...... TIDAK HARUS MERUBAH INDENTITAS .... MAKA AKAN SEJAHTERA KOK ..... BISA - BISA SEPADAN DENGAN GAJI NYA DGN PABRIK SMELTER ......
qN3axfU1Geo,@harryernest6525,2025-06-11 11:40:31+00:00,0,"Coba bang ferry bedah soal pulau reklamasi jkt. Itu awalnya siapa yg mengizinkan sih, pak jokowi kan ya, untuk bayar jasa biaya nyapres 2014 kwkwkw"
qN3axfU1Geo,@tegarmaulanakls7c285,2025-06-11 11:39:21+00:00,0,Padahal cuma di suruh menajaga tapi malah di rusak karena tambang nikel yang dampak nya ke masyarakat
qN3axfU1Geo,@mari_tvofficial,2025-06-11 11:38:43+00:00,0,Ada yang ngebet HILIRISASI padahal Boong.... kalau bisa ekspor (palsu) kenapa harus hilirisasi...
qN3axfU1Geo,@chamomiletea1768,2025-06-11 11:34:40+00:00,0,"Lalu akan ada para buzzer yg komen ""semua negara menambang.. lalu kenapa indonesia tidak bisa? Yg perlu diatur adalah jangan sampe merusak lingkungan... bukannya ditutup total 😊""

1. Minimal nonton videonya ampe abis deh. Kan ketahuan kalo ga nonton.
2. Kalopun nonton, lu brhrp apasi komen2 kyk gini? Di lapak ini? Org2 di lapak ini adalah yg punya otak sm hati dn yg peduli, bukan org2 kyk lo yg moralnya bisa dibeli

Ayolah buzzer. Hidup cuma sekali. Apa yg lo lakuin di bumi ini bkal dicatet sm Yang Di Atas. At least kalo lo ga takut sm Tuhan, dgn lo memilih utk stop jadi buzzer, lo berkontribusi utk perubahan mentalitas rakyat yg suara dn jiwanya bisa dibeli sm duit. Sekecil apapun perubahan ttp perubahan. Plislah woy."
qN3axfU1Geo,@EffendiSimanjuntak-n3c,2025-06-11 11:33:46+00:00,0,Lebih baik indonesia menjadi negara bagisn dari pada bersatu tapi rakyat sengsara
qN3axfU1Geo,@irkang5012,2025-06-11 11:33:11+00:00,0,"kalo benar² dah kecewa sama pemerintahan yg bangsat begini, gua lebih mendukung rakyat papua memisahkan diri atau di kelola negara luar deh... atau kita tawarkan aja ke Johan Eliasch biar benar-benar dijaga SDA dijaga Alam dan semua jenis biota laut dan darat yg ada di Raja Ampat, mungkin saudara kita yg berada di papua bakal lebih sejahtera."
qN3axfU1Geo,@xsteve784,2025-06-11 11:32:43+00:00,0,"Nikelnya diolah oleh China, yang untung China.
Barat menentang perusakan alam, si musuh bebuyutannya China.
Sedangkan indo dapat rusaknya saja dan yang kaya koruptornya saja."
qN3axfU1Geo,@ahmadrifai2938,2025-06-11 11:32:28+00:00,0,"syarat jadi pejabat negara konoha gak perlu pinter yg penting populer ya beginilah hasil kerjanya ,kalo gak ngibul ya dikibulin ,sebab otaknya gak mampu untuk mengelola negara konoha,beda sama negara lain yg meritrokrasinya berjalan pasti maju negaranya... kalo nikel di keruk buat memajukan industri dalam negeri sih gpp ,lah ini di jual keluar dari luar jual lagi ke konoha dalam bentuk jadi , yg maju negara lain yg rusak negara konoha + jadi pasar pula😢"
